time,open,high,low,close
1744837200,1.13994,1.14094,1.13352,1.13646
1744923600,1.13673,1.13978,1.13592,1.1395
1745182800,1.13973,1.15734,1.13958,1.15127
1745269200,1.15135,1.15475,1.14175,1.14209
1745355600,1.14234,1.14401,1.1308,1.13151
1745442000,1.13192,1.13982,1.13166,1.13892
1745528400,1.13864,1.1394,1.13156,1.13636
1745787600,1.13658,1.1425,1.13296,1.1422
1745874000,1.14221,1.14222,1.13704,1.13846
1745960400,1.13881,1.13998,1.13172,1.13291
1746046800,1.13293,1.13412,1.12658,1.1291
1746133200,1.129,1.13811,1.12742,1.13005
1746392400,1.13062,1.1365,1.12962,1.1315
1746478800,1.13146,1.13813,1.12798,1.13702
1746565200,1.13697,1.13784,1.12919,1.13023
1746651600,1.13082,1.13364,1.1212,1.1229
1746738000,1.12252,1.1293,1.11967,1.12486
1746997200,1.12019,1.12428,1.10654,1.10876
1747083600,1.10918,1.11949,1.10876,1.11848
1747170000,1.11866,1.1266,1.11646,1.1173
1747256400,1.11799,1.12283,1.11703,1.11863
1747342800,1.11904,1.12196,1.11311,1.11654
1747602000,1.11788,1.12884,1.11714,1.1242
1747688400,1.1241,1.1286,1.1218,1.12837
1747774800,1.12828,1.13629,1.12804,1.13312
1747861200,1.13299,1.1345,1.12556,1.12804
1747947600,1.12807,1.13759,1.1279,1.13649
1748206800,1.13672,1.14189,1.13624,1.13878
1748293200,1.13856,1.14075,1.13233,1.13282
1748379600,1.13326,1.13452,1.12839,1.12918
1748466000,1.12938,1.13848,1.12105,1.13666
1748552400,1.13718,1.139,1.13126,1.13478
1748811600,1.13491,1.14499,1.1347,1.14435
1748898000,1.14404,1.14548,1.13641,1.13704
1748984400,1.13731,1.14346,1.13572,1.1418
1749070800,1.14171,1.14951,1.14046,1.14444
1749157200,1.14456,1.14574,1.13716,1.13966
1749416400,1.13992,1.14394,1.13865,1.14208
1749502800,1.14224,1.14478,1.13729,1.14262
1749589200,1.14266,1.14997,1.14054,1.1488
1749675600,1.14861,1.16319,1.14854,1.1585
1749762000,1.15848,1.16146,1.14889,1.1551
1750021200,1.15332,1.16148,1.15237,1.15609
1750107600,1.15653,1.15809,1.14748,1.14807
1750194000,1.14813,1.15302,1.14608,1.1481
1750280400,1.14794,1.15002,1.14463,1.14966
1750366800,1.14941,1.1544,1.14916,1.15222
1750626000,1.1457,1.15818,1.14536,1.15786
1750712400,1.15786,1.16417,1.15746,1.16084
1750798800,1.16114,1.16652,1.15901,1.16598
1750885200,1.1658,1.17453,1.16544,1.17016
1750971600,1.16998,1.1754,1.1681,1.17185
1751230800,1.1731,1.17886,1.1708,1.1788
1751317200,1.17847,1.18299,1.17614,1.18058
1751403600,1.18024,1.181,1.17468,1.1799
1751490000,1.17967,1.18101,1.17174,1.17574
1751576400,1.17596,1.17876,1.17534,1.17774
1751835600,1.17857,1.17902,1.16865,1.17086
1751922000,1.17096,1.17654,1.16824,1.17256
1752008400,1.17211,1.17294,1.16897,1.17218
1752094800,1.17188,1.17497,1.16624,1.17006
1752181200,1.1699,1.17142,1.16648,1.16911
1752440400,1.16702,1.16978,1.16543,1.16656
1752526800,1.1665,1.16928,1.15929,1.16024
1752613200,1.15998,1.17217,1.15624,1.16417
1752699600,1.16372,1.16426,1.15569,1.15976
1752786000,1.1594,1.16722,1.15938,1.16255
1753045200,1.16297,1.17168,1.16147,1.16956
1753131600,1.16928,1.17608,1.16788,1.17544
1753218000,1.17544,1.17752,1.1711,1.1773
1753304400,1.17702,1.17888,1.17306,1.1749
1753390800,1.17394,1.1761,1.1703,1.17417
1753650000,1.17558,1.17706,1.15853,1.15887
1753736400,1.15912,1.15994,1.1519,1.15454
1753822800,1.15474,1.15728,1.1401,1.14055
