time,open,high,low,close
1106690400,2.22405,2.23872,2.22385,2.2288
1106776800,2.2288,2.2393,2.22175,2.23725
1106863200,2.23725,2.24235,2.23185,2.2402
1107122400,2.2413,2.24695,2.23375,2.2384
1107208800,2.2384,2.24665,2.23655,2.2435
1107295200,2.2435,2.25262,2.23655,2.25018
1107381600,2.25018,2.26529,2.24808,2.2622
1107468000,2.2622,2.27635,2.25805,2.2721
1107727200,2.2713,2.27662,2.26557,2.27447
1107813600,2.27447,2.27717,2.26198,2.2662
1107900000,2.2662,2.27275,2.25835,2.2612
1107986400,2.2612,2.26775,2.25425,2.2581
1108072800,2.2581,2.2623,2.2509,2.2623
1108332000,2.2607,2.26625,2.25245,2.2615
1108418400,2.2615,2.2629,2.25055,2.2571
1108504800,2.2571,2.2576,2.2317,2.23875
1108591200,2.23875,2.24447,2.2341,2.24407
1108677600,2.24407,2.24922,2.23845,2.2408
1108936800,2.2438,2.24765,2.23815,2.2424
1109023200,2.2424,2.2449,2.21258,2.21443
1109109600,2.21443,2.22562,2.21213,2.22077
1109196000,2.22077,2.236085,2.20848,2.232795
1109282400,2.232795,2.24022,2.22851,2.23021
1109541600,2.22841,2.23626,2.22781,2.233965
1109628000,2.233965,2.241,2.23065,2.238405
1109714400,2.238405,2.24872,2.2369,2.2458
1109800800,2.2458,2.25445,2.24185,2.2519
1109887200,2.2519,2.2573,2.245155,2.2488
1110146400,2.2486,2.25351,2.24172,2.2494
1110232800,2.2494,2.25265,2.238,2.241125
1110319200,2.241125,2.243425,2.226995,2.231005
1110405600,2.231005,2.232805,2.2142,2.21875
1110492000,2.21875,2.2243,2.2134,2.21515
1110751200,2.215,2.22585,2.2127,2.21902
1110837600,2.21902,2.23402,2.21812,2.22937
1110924000,2.22937,2.23164,2.217855,2.220125
1111010400,2.220125,2.22875,2.21727,2.2271
1111096800,2.2271,2.23745,2.22365,2.2366
1111356000,2.2362,2.24095,2.23095,2.235405
1111442400,2.235405,2.245955,2.232225,2.240435
1111528800,2.240435,2.24548,2.232385,2.235835
1111615200,2.235835,2.24683,2.23108,2.24563
1111701600,2.24563,2.24753,2.24078,2.24435
1111960800,2.2433,2.25275,2.23985,2.2471
1112047200,2.2471,2.257435,2.2396,2.252505
1112133600,2.252505,2.25685,2.24585,2.254505
